trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1868,False,"{'a': 0.3, 'e': 1}",30,20,-7.158987575658788,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1869,False,"{'a': 0.3, 'e': 1}",20,0,-42.192956035228754,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1870,False,"{'a': 0.3, 'e': 1}",20,0,-70.19869594137425,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
1871,False,"{'a': 0.3, 'e': 1}",20,0,-30.671471202122685,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1872,False,"{'a': 0.3, 'e': 1}",20,0,-93.92801778602316,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
1873,False,"{'a': 0.3, 'e': 1}",20,7,-47.20007759414615,"{0: 7, 1: 0, 2: 6, 3: 0, 4: 0}",1
1874,False,"{'a': 0.3, 'e': 1}",30,0,-101.90823613637961,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
1875,False,"{'a': 0.3, 'e': 1}",20,0,-141.06346291047842,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
1876,False,"{'a': 0.3, 'e': 1}",20,0,-121.40073569707019,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
1877,False,"{'a': 0.3, 'e': 1}",20,0,-78.05944319477062,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
1878,False,"{'a': 0.3, 'e': 1}",25,0,-186.81464442937136,"{0: 13, 1: 1, 2: 6, 3: 3, 4: 2}",0
1879,False,"{'a': 0.3, 'e': 1}",25,0,-111.01744781319817,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
1880,False,"{'a': 0.3, 'e': 1}",35,13,-102.75785060780393,"{0: 13, 1: 1, 2: 6, 3: 1, 4: 1}",1
1881,False,"{'a': 0.3, 'e': 1}",25,0,-77.03788203543824,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
1882,False,"{'a': 0.3, 'e': 1}",25,0,-208.23233620784518,"{0: 10, 1: 2, 2: 9, 3: 2, 4: 2}",0
1883,False,"{'a': 0.3, 'e': 1}",20,0,-71.32390077841586,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
1884,False,"{'a': 0.3, 'e': 1}",20,0,-162.94063877987008,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
1885,False,"{'a': 0.3, 'e': 1}",20,0,-83.41867610169577,"{0: 12, 1: 3, 2: 2, 3: 3, 4: 0}",0
1886,False,"{'a': 0.3, 'e': 1}",20,0,-80.52350751651785,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
1887,False,"{'a': 0.3, 'e': 1}",25,0,-193.37399264373397,"{0: 11, 1: 5, 2: 5, 3: 1, 4: 3}",0
1888,False,"{'a': 0.3, 'e': 1}",25,10,-52.751268111462615,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 1}",1
1889,False,"{'a': 0.3, 'e': 1}",25,10,-55.752584479395935,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
1890,False,"{'a': 0.3, 'e': 1}",20,0,-97.69228412704759,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
1891,False,"{'a': 0.3, 'e': 1}",20,0,-143.92344620399766,"{0: 12, 1: 1, 2: 2, 3: 3, 4: 2}",0
1892,False,"{'a': 0.3, 'e': 1}",25,0,-186.5980625519258,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
1893,False,"{'a': 0.3, 'e': 1}",20,0,-140.9960011588366,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
1894,False,"{'a': 0.3, 'e': 1}",30,0,-103.66336061516864,"{0: 17, 1: 4, 2: 8, 3: 1, 4: 0}",0
1895,False,"{'a': 0.3, 'e': 1}",25,0,-99.74382087575742,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
1896,False,"{'a': 0.3, 'e': 1}",30,0,-169.02243693341762,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
1897,False,"{'a': 0.3, 'e': 1}",35,0,-185.47561006289277,"{0: 16, 1: 2, 2: 16, 3: 0, 4: 1}",0
1898,False,"{'a': 0.3, 'e': 1}",20,0,-120.7877841017042,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
1899,False,"{'a': 0.3, 'e': 1}",30,0,-144.99715916761548,"{0: 16, 1: 4, 2: 8, 3: 1, 4: 1}",0
1900,False,"{'a': 0.3, 'e': 1}",20,0,-91.38093642672158,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
1901,False,"{'a': 0.3, 'e': 1}",25,3,-48.89243547349148,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
1902,False,"{'a': 0.3, 'e': 1}",30,0,-171.45337895318113,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
1903,False,"{'a': 0.3, 'e': 1}",35,0,-250.13699379884545,"{0: 17, 1: 2, 2: 10, 3: 4, 4: 2}",0
1904,False,"{'a': 0.3, 'e': 1}",30,0,-65.10791639502158,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
1905,False,"{'a': 0.3, 'e': 1}",25,0,-96.70123871527363,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
1906,False,"{'a': 0.3, 'e': 1}",20,0,-79.61948719021461,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
1907,False,"{'a': 0.3, 'e': 1}",25,0,-148.72670833083652,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
1908,False,"{'a': 0.3, 'e': 1}",30,0,-110.97305079376592,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
1909,False,"{'a': 0.3, 'e': 1}",25,0,-42.922496059276206,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
1910,False,"{'a': 0.3, 'e': 1}",30,0,-129.78868095538758,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
1911,False,"{'a': 0.3, 'e': 1}",25,13,-108.40874399875673,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 2}",1
1912,False,"{'a': 0.3, 'e': 1}",20,0,-57.3804664140479,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1913,False,"{'a': 0.3, 'e': 1}",20,0,-86.61777161543066,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
1914,False,"{'a': 0.3, 'e': 1}",25,0,-176.6649940017712,"{0: 10, 1: 2, 2: 10, 3: 2, 4: 1}",0
1915,False,"{'a': 0.3, 'e': 1}",30,0,-182.618486177323,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
1916,False,"{'a': 0.3, 'e': 1}",25,0,-174.08054997500454,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
1917,False,"{'a': 0.3, 'e': 1}",20,0,-171.00038948922895,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 4}",0
1918,False,"{'a': 0.3, 'e': 1}",20,0,-151.3996464847056,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
1919,False,"{'a': 0.3, 'e': 1}",20,0,-125.11695313602026,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
1920,False,"{'a': 0.3, 'e': 1}",25,0,-99.94160130496842,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
1921,False,"{'a': 0.3, 'e': 1}",20,0,-86.20334879646035,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
1922,False,"{'a': 0.3, 'e': 1}",35,0,-124.45601341022315,"{0: 24, 1: 4, 2: 4, 3: 1, 4: 2}",0
1923,False,"{'a': 0.3, 'e': 1}",25,0,-155.37360433848673,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 2}",0
1924,False,"{'a': 0.3, 'e': 1}",20,0,-162.93742773027373,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
1925,False,"{'a': 0.3, 'e': 1}",25,0,-207.66177499412825,"{0: 12, 1: 4, 2: 5, 3: 0, 4: 4}",0
1926,False,"{'a': 0.3, 'e': 1}",25,0,-90.34299089114366,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
1927,False,"{'a': 0.3, 'e': 1}",20,0,-153.5967955327642,"{0: 9, 1: 1, 2: 8, 3: 0, 4: 2}",0
1928,False,"{'a': 0.3, 'e': 1}",20,0,-45.549482101341894,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
1929,False,"{'a': 0.3, 'e': 1}",20,15,-0.9886250410815969,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1930,False,"{'a': 0.3, 'e': 1}",30,0,-171.77234358072528,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
1931,False,"{'a': 0.3, 'e': 1}",30,0,-138.6735436323175,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
1932,False,"{'a': 0.3, 'e': 1}",35,0,-123.15271306779714,"{0: 25, 1: 2, 2: 6, 3: 0, 4: 2}",0
1933,False,"{'a': 0.3, 'e': 1}",20,16,8.67174318327888,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1934,False,"{'a': 0.3, 'e': 1}",20,0,-97.20634248183426,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
1935,False,"{'a': 0.3, 'e': 1}",20,0,-94.96196448369166,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
1936,False,"{'a': 0.3, 'e': 1}",25,0,-103.14173951721676,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
1937,False,"{'a': 0.3, 'e': 1}",30,0,-269.7247011480959,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 5}",0
1938,False,"{'a': 0.3, 'e': 1}",20,0,-150.01865910985933,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
1939,False,"{'a': 0.3, 'e': 1}",25,0,-214.63571365010728,"{0: 12, 1: 3, 2: 5, 3: 2, 4: 3}",0
1940,False,"{'a': 0.3, 'e': 1}",20,0,-27.660153190981852,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
1941,False,"{'a': 0.3, 'e': 1}",30,0,-169.37650698641795,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
1942,False,"{'a': 0.3, 'e': 1}",20,0,-30.23922478720748,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1943,False,"{'a': 0.3, 'e': 1}",35,0,-134.71771775244258,"{0: 23, 1: 4, 2: 4, 3: 3, 4: 1}",0
1944,False,"{'a': 0.3, 'e': 1}",20,14,10.476600805908141,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1945,False,"{'a': 0.3, 'e': 1}",20,7,-53.97456172861431,"{0: 7, 1: 3, 2: 1, 3: 2, 4: 0}",1
1946,False,"{'a': 0.3, 'e': 1}",25,0,-122.31449461084091,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
1947,False,"{'a': 0.3, 'e': 1}",30,0,-169.1342959351097,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
1948,False,"{'a': 0.3, 'e': 1}",30,0,-215.97794120367146,"{0: 15, 1: 3, 2: 8, 3: 1, 4: 3}",0
1949,False,"{'a': 0.3, 'e': 1}",25,0,-151.07351425323913,"{0: 14, 1: 1, 2: 6, 3: 3, 4: 1}",0
1950,False,"{'a': 0.3, 'e': 1}",25,3,-132.68286860758337,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 2}",1
1951,False,"{'a': 0.3, 'e': 1}",20,0,-184.69110593435315,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
1952,False,"{'a': 0.3, 'e': 1}",20,16,6.43797819710248,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1953,False,"{'a': 0.3, 'e': 1}",20,0,-159.15310777724363,"{0: 7, 1: 5, 2: 6, 3: 0, 4: 2}",0
1954,False,"{'a': 0.3, 'e': 1}",20,7,-37.05029685003392,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 0}",1
1955,False,"{'a': 0.3, 'e': 1}",20,0,-97.6831965679291,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
1956,False,"{'a': 0.3, 'e': 1}",25,0,-200.43303156844692,"{0: 11, 1: 3, 2: 6, 3: 3, 4: 2}",0
1957,False,"{'a': 0.3, 'e': 1}",20,0,-91.85750963904896,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
1958,False,"{'a': 0.3, 'e': 1}",35,0,-152.67447437687358,"{0: 22, 1: 3, 2: 8, 3: 0, 4: 2}",0
1959,False,"{'a': 0.3, 'e': 1}",20,0,-119.8941370232085,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
1960,False,"{'a': 0.3, 'e': 1}",20,0,-88.4890325559232,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
1961,False,"{'a': 0.3, 'e': 1}",20,10,4.161481405531602,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1962,False,"{'a': 0.3, 'e': 1}",25,0,-87.57249484556162,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
1963,False,"{'a': 0.3, 'e': 1}",20,0,-63.704838850418106,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
1964,False,"{'a': 0.3, 'e': 1}",20,0,-158.47862305250146,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
1965,False,"{'a': 0.3, 'e': 1}",30,0,-39.73489767312938,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
1966,False,"{'a': 0.3, 'e': 1}",20,0,-102.81534380853851,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
1967,False,"{'a': 0.3, 'e': 1}",20,0,-64.26368029480663,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
1968,False,"{'a': 0.3, 'e': 1}",25,0,-214.3734234505919,"{0: 10, 1: 2, 2: 8, 3: 3, 4: 2}",0
1969,False,"{'a': 0.3, 'e': 1}",20,0,-46.39796804150901,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
1970,False,"{'a': 0.3, 'e': 1}",25,0,-163.12760079416128,"{0: 12, 1: 5, 2: 5, 3: 1, 4: 2}",0
1971,False,"{'a': 0.3, 'e': 1}",25,0,-103.00645926490108,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
1972,False,"{'a': 0.3, 'e': 1}",25,0,-138.44702875692553,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
1973,False,"{'a': 0.3, 'e': 1}",25,14,3.505423804904635,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1974,False,"{'a': 0.3, 'e': 1}",20,0,-39.22623678364205,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
1975,False,"{'a': 0.3, 'e': 1}",20,0,-47.52545527215128,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
1976,False,"{'a': 0.3, 'e': 1}",30,0,-238.20599249978525,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 4}",0
1977,False,"{'a': 0.3, 'e': 1}",20,0,-129.3873257126041,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
1978,False,"{'a': 0.3, 'e': 1}",25,0,-269.7785188245131,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 5}",0
1979,False,"{'a': 0.3, 'e': 1}",25,0,-194.1501702642239,"{0: 14, 1: 0, 2: 7, 3: 1, 4: 3}",0
1980,False,"{'a': 0.3, 'e': 1}",25,9,-53.29827855835471,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
1981,False,"{'a': 0.3, 'e': 1}",25,0,-173.96911171671528,"{0: 10, 1: 4, 2: 9, 3: 0, 4: 2}",0
1982,False,"{'a': 0.3, 'e': 1}",20,0,-131.41437315409607,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
1983,False,"{'a': 0.3, 'e': 1}",25,0,-140.78204859910934,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
1984,False,"{'a': 0.3, 'e': 1}",20,0,-65.03149665589157,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
1985,False,"{'a': 0.3, 'e': 1}",25,7,-86.19704096252416,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 1}",1
1986,False,"{'a': 0.3, 'e': 1}",25,0,-144.65398100459103,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
1987,False,"{'a': 0.3, 'e': 1}",25,0,-99.82621541836927,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
1988,False,"{'a': 0.3, 'e': 1}",30,0,-222.74035027967432,"{0: 14, 1: 3, 2: 8, 3: 3, 4: 2}",0
1989,False,"{'a': 0.3, 'e': 1}",20,13,-36.23509354445299,"{0: 4, 1: 0, 2: 2, 3: 1, 4: 0}",1
1990,False,"{'a': 0.3, 'e': 1}",25,0,-124.10506369195006,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
1991,False,"{'a': 0.3, 'e': 1}",25,0,-123.71642645913776,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
1992,False,"{'a': 0.3, 'e': 1}",20,0,-146.96894793717667,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
1993,False,"{'a': 0.3, 'e': 1}",25,0,-152.6526653073274,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
1994,False,"{'a': 0.3, 'e': 1}",25,0,-193.0642075786511,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
1995,False,"{'a': 0.3, 'e': 1}",25,0,-193.89997430925524,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 4}",0
1996,False,"{'a': 0.3, 'e': 1}",20,0,-104.38341847373881,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
1997,False,"{'a': 0.3, 'e': 1}",20,0,-132.67386911776072,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
1998,False,"{'a': 0.3, 'e': 1}",20,0,-27.206673766414422,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
1999,False,"{'a': 0.3, 'e': 1}",25,0,-110.72704013850151,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
2000,False,"{'a': 0.3, 'e': 1}",25,0,-123.54069194680926,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
2001,False,"{'a': 0.3, 'e': 0.9997}",20,0,-115.60052372481093,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
2002,False,"{'a': 0.3, 'e': 0.9994000000000001}",25,0,-142.87511582411258,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
2003,False,"{'a': 0.3, 'e': 0.9991000000000001}",20,0,-119.3805159200106,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
2004,False,"{'a': 0.3, 'e': 0.9988000000000001}",20,0,-78.50631622438794,"{0: 9, 1: 5, 2: 6, 3: 0, 4: 0}",0
2005,False,"{'a': 0.3, 'e': 0.9985000000000002}",20,0,-116.40242185507437,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
2006,False,"{'a': 0.3, 'e': 0.9982000000000002}",25,0,-141.88742469806607,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
2007,False,"{'a': 0.3, 'e': 0.9979000000000002}",20,0,-88.60619639466462,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 0}",0
2008,False,"{'a': 0.3, 'e': 0.9976000000000003}",20,0,-106.61889806234926,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
2009,False,"{'a': 0.3, 'e': 0.9973000000000003}",25,0,-169.24450556763082,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
2010,False,"{'a': 0.3, 'e': 0.9970000000000003}",20,0,-114.18569863527105,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
2011,False,"{'a': 0.3, 'e': 0.9967000000000004}",25,0,-147.39535101848645,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
2012,False,"{'a': 0.3, 'e': 0.9964000000000004}",25,13,-33.35448082357754,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
2013,False,"{'a': 0.3, 'e': 0.9961000000000004}",30,0,-249.25370738882916,"{0: 13, 1: 2, 2: 11, 3: 1, 4: 3}",0
2014,False,"{'a': 0.3, 'e': 0.9958000000000005}",30,0,-181.09355055475874,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
2015,False,"{'a': 0.3, 'e': 0.9955000000000005}",25,0,-119.45417314336764,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
2016,False,"{'a': 0.3, 'e': 0.9952000000000005}",30,0,-209.09814599907034,"{0: 14, 1: 3, 2: 9, 3: 2, 4: 2}",0
2017,False,"{'a': 0.3, 'e': 0.9949000000000006}",25,0,-197.54824667365708,"{0: 13, 1: 5, 2: 3, 3: 0, 4: 4}",0
2018,False,"{'a': 0.3, 'e': 0.9946000000000006}",25,0,-105.31252353750483,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
2019,False,"{'a': 0.3, 'e': 0.9943000000000006}",20,0,-44.04322320094443,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
2020,False,"{'a': 0.3, 'e': 0.9940000000000007}",20,0,-39.62753790837035,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
2021,False,"{'a': 0.3, 'e': 0.9937000000000007}",20,8,-18.38458524136219,"{0: 7, 1: 4, 2: 1, 3: 0, 4: 0}",1
2022,False,"{'a': 0.3, 'e': 0.9934000000000007}",20,0,-79.37913917708345,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
2023,False,"{'a': 0.3, 'e': 0.9931000000000008}",25,0,-177.32880141670563,"{0: 10, 1: 7, 2: 5, 3: 1, 4: 2}",0
2024,False,"{'a': 0.3, 'e': 0.9928000000000008}",30,0,-79.96503753247562,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
2025,False,"{'a': 0.3, 'e': 0.9925000000000008}",30,0,-113.6206002080006,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
2026,False,"{'a': 0.3, 'e': 0.9922000000000009}",30,0,-201.48426553120467,"{0: 17, 1: 4, 2: 4, 3: 2, 4: 3}",0
2027,False,"{'a': 0.3, 'e': 0.9919000000000009}",25,0,-93.50010954140079,"{0: 18, 1: 3, 2: 1, 3: 2, 4: 1}",0
2028,False,"{'a': 0.3, 'e': 0.9916000000000009}",20,0,-99.26204330708018,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
2029,False,"{'a': 0.3, 'e': 0.991300000000001}",25,0,-106.25579854701631,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
2030,False,"{'a': 0.3, 'e': 0.991000000000001}",20,0,-52.182319838165604,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
2031,False,"{'a': 0.3, 'e': 0.990700000000001}",35,0,-103.61781923926047,"{0: 23, 1: 3, 2: 6, 3: 3, 4: 0}",0
2032,False,"{'a': 0.3, 'e': 0.9904000000000011}",20,0,-151.29841508666033,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
2033,False,"{'a': 0.3, 'e': 0.9901000000000011}",20,0,-86.36317872337555,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
2034,False,"{'a': 0.3, 'e': 0.9898000000000011}",25,0,-150.25267270366535,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
2035,False,"{'a': 0.3, 'e': 0.9895000000000012}",20,0,-50.31162336228781,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
2036,False,"{'a': 0.3, 'e': 0.9892000000000012}",25,0,-156.49971874091693,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
2037,False,"{'a': 0.3, 'e': 0.9889000000000012}",30,0,-232.27301960531267,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 5}",0
2038,False,"{'a': 0.3, 'e': 0.9886000000000013}",25,0,-191.54127170827292,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
2039,False,"{'a': 0.3, 'e': 0.9883000000000013}",30,0,-196.71921420635138,"{0: 17, 1: 1, 2: 9, 3: 0, 4: 3}",0
2040,False,"{'a': 0.3, 'e': 0.9880000000000013}",30,0,-164.5002711768321,"{0: 18, 1: 0, 2: 9, 3: 1, 4: 2}",0
2041,False,"{'a': 0.3, 'e': 0.9877000000000014}",20,0,-172.40153067384819,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 2}",0
2042,False,"{'a': 0.3, 'e': 0.9874000000000014}",25,0,-76.67550357956011,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
2043,False,"{'a': 0.3, 'e': 0.9871000000000014}",30,0,-157.4163827420367,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
2044,False,"{'a': 0.3, 'e': 0.9868000000000015}",25,0,-57.855970823817145,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
2045,False,"{'a': 0.3, 'e': 0.9865000000000015}",30,0,-174.3515979891306,"{0: 16, 1: 1, 2: 11, 3: 0, 4: 2}",0
2046,False,"{'a': 0.3, 'e': 0.9862000000000015}",25,0,-49.84710902529062,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
2047,False,"{'a': 0.3, 'e': 0.9859000000000016}",25,0,-73.40754318689216,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
2048,False,"{'a': 0.3, 'e': 0.9856000000000016}",20,0,-87.66233725789019,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
2049,False,"{'a': 0.3, 'e': 0.9853000000000016}",25,8,-21.416625680247098,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
2050,False,"{'a': 0.3, 'e': 0.9850000000000017}",25,0,-100.7075681283913,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
2051,False,"{'a': 0.3, 'e': 0.9847000000000017}",20,0,-99.52030363909427,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
2052,False,"{'a': 0.3, 'e': 0.9844000000000017}",20,4,-69.57810990516558,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
2053,False,"{'a': 0.3, 'e': 0.9841000000000018}",30,0,-109.74955268960552,"{0: 18, 1: 5, 2: 6, 3: 0, 4: 1}",0
2054,False,"{'a': 0.3, 'e': 0.9838000000000018}",25,0,-129.42352810338815,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
2055,False,"{'a': 0.3, 'e': 0.9835000000000018}",20,0,-119.64797437432134,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
2056,False,"{'a': 0.3, 'e': 0.9832000000000019}",25,0,-39.28312160330635,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
2057,False,"{'a': 0.3, 'e': 0.9829000000000019}",20,0,-110.12619372352056,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
2058,False,"{'a': 0.3, 'e': 0.9826000000000019}",25,0,-83.39412572046922,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
2059,False,"{'a': 0.3, 'e': 0.982300000000002}",25,0,-150.96586687556078,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
2060,False,"{'a': 0.3, 'e': 0.982000000000002}",20,0,-73.6459141695616,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
