trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2460,False,"{'a': 0.3, 'e': 0.8620000000000152}",35,0,-145.1000820205922,"{0: 19, 1: 7, 2: 7, 3: 1, 4: 1}",0
2461,False,"{'a': 0.3, 'e': 0.8617000000000152}",20,0,-42.55166986315872,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
2462,False,"{'a': 0.3, 'e': 0.8614000000000153}",20,0,-161.40770470326527,"{0: 8, 1: 0, 2: 9, 3: 2, 4: 1}",0
2463,False,"{'a': 0.3, 'e': 0.8611000000000153}",20,0,-7.668169177670644,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
2464,False,"{'a': 0.3, 'e': 0.8608000000000153}",20,0,-37.95115697368103,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
2465,False,"{'a': 0.3, 'e': 0.8605000000000154}",20,10,-30.223936841643862,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2466,False,"{'a': 0.3, 'e': 0.8602000000000154}",20,0,-110.75503965490614,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
2467,False,"{'a': 0.3, 'e': 0.8599000000000154}",30,0,-122.02350030351995,"{0: 16, 1: 5, 2: 6, 3: 3, 4: 0}",0
2468,False,"{'a': 0.3, 'e': 0.8596000000000155}",25,14,4.095449146004793,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2469,False,"{'a': 0.3, 'e': 0.8593000000000155}",25,0,-113.59404348574871,"{0: 12, 1: 2, 2: 10, 3: 1, 4: 0}",0
2470,False,"{'a': 0.3, 'e': 0.8590000000000155}",25,0,-88.86708015969349,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
2471,False,"{'a': 0.3, 'e': 0.8587000000000156}",25,0,-247.6374985070096,"{0: 12, 1: 2, 2: 5, 3: 2, 4: 4}",0
2472,False,"{'a': 0.3, 'e': 0.8584000000000156}",25,0,-220.99411382390866,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
2473,False,"{'a': 0.3, 'e': 0.8581000000000156}",25,15,-15.808773274824654,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
2474,False,"{'a': 0.3, 'e': 0.8578000000000157}",25,0,-33.007614711827394,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
2475,False,"{'a': 0.3, 'e': 0.8575000000000157}",30,0,-129.99300651648952,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
2476,False,"{'a': 0.3, 'e': 0.8572000000000157}",25,0,-116.26374050380353,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
2477,False,"{'a': 0.3, 'e': 0.8569000000000158}",35,12,-111.83016911803246,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 2}",1
2478,False,"{'a': 0.3, 'e': 0.8566000000000158}",25,0,-51.462598177678835,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
2479,False,"{'a': 0.3, 'e': 0.8563000000000158}",30,0,-132.5024444932878,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
2480,False,"{'a': 0.3, 'e': 0.8560000000000159}",25,8,-77.57541504503307,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
2481,False,"{'a': 0.3, 'e': 0.8557000000000159}",30,0,-155.4767443834395,"{0: 17, 1: 5, 2: 5, 3: 1, 4: 2}",0
2482,False,"{'a': 0.3, 'e': 0.8554000000000159}",25,0,-156.16765264890844,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
2483,False,"{'a': 0.3, 'e': 0.855100000000016}",30,5,-125.18089531540005,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",1
2484,False,"{'a': 0.3, 'e': 0.854800000000016}",25,0,-163.97164438684655,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
2485,False,"{'a': 0.3, 'e': 0.854500000000016}",20,0,-141.7091153946159,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
2486,False,"{'a': 0.3, 'e': 0.8542000000000161}",30,0,-108.07769581643366,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
2487,False,"{'a': 0.3, 'e': 0.8539000000000161}",20,0,-165.90110382189306,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
2488,False,"{'a': 0.3, 'e': 0.8536000000000161}",20,0,-137.10292295072762,"{0: 9, 1: 0, 2: 9, 3: 1, 4: 1}",0
2489,False,"{'a': 0.3, 'e': 0.8533000000000162}",20,0,-8.807419636851934,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
2490,False,"{'a': 0.3, 'e': 0.8530000000000162}",20,0,-84.34729060462756,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
2491,False,"{'a': 0.3, 'e': 0.8527000000000162}",25,0,-132.00180314940093,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
2492,False,"{'a': 0.3, 'e': 0.8524000000000163}",25,0,-158.56614333135525,"{0: 13, 1: 0, 2: 10, 3: 0, 4: 2}",0
2493,False,"{'a': 0.3, 'e': 0.8521000000000163}",30,0,-114.9893431975922,"{0: 17, 1: 6, 2: 6, 3: 0, 4: 1}",0
2494,False,"{'a': 0.3, 'e': 0.8518000000000163}",20,0,-60.115484146507,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
2495,False,"{'a': 0.3, 'e': 0.8515000000000164}",25,18,-11.152342773443287,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
2496,False,"{'a': 0.3, 'e': 0.8512000000000164}",25,0,-167.17282630664863,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
2497,False,"{'a': 0.3, 'e': 0.8509000000000164}",20,0,-105.43933548116237,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
2498,False,"{'a': 0.3, 'e': 0.8506000000000165}",20,0,-12.63708289549502,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
2499,False,"{'a': 0.3, 'e': 0.8503000000000165}",20,14,-6.464189774100606,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
2500,False,"{'a': 0.3, 'e': 0.8500000000000165}",25,0,-193.47980313243534,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
2501,False,"{'a': 0.3, 'e': 0.8497000000000166}",20,13,-3.64272450976922,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
2502,False,"{'a': 0.3, 'e': 0.8494000000000166}",25,0,-75.78269642425946,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
2503,False,"{'a': 0.3, 'e': 0.8491000000000166}",35,0,-266.88079606046597,"{0: 23, 1: 0, 2: 5, 3: 2, 4: 5}",0
2504,False,"{'a': 0.3, 'e': 0.8488000000000167}",20,0,11.45715397274793,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
2505,False,"{'a': 0.3, 'e': 0.8485000000000167}",25,0,-37.49719250592687,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
2506,False,"{'a': 0.3, 'e': 0.8482000000000167}",20,0,-31.50962483132682,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
2507,False,"{'a': 0.3, 'e': 0.8479000000000168}",20,0,-50.84456304741577,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
2508,False,"{'a': 0.3, 'e': 0.8476000000000168}",30,1,-96.04203929955024,"{0: 17, 1: 6, 2: 5, 3: 0, 4: 1}",1
2509,False,"{'a': 0.3, 'e': 0.8473000000000168}",30,0,-162.44111259433504,"{0: 21, 1: 3, 2: 2, 3: 0, 4: 4}",1
2510,False,"{'a': 0.3, 'e': 0.8470000000000169}",25,0,-98.0117118527985,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
2511,False,"{'a': 0.3, 'e': 0.8467000000000169}",25,0,-25.696267088066037,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
2512,False,"{'a': 0.3, 'e': 0.8464000000000169}",30,0,-95.08044258068419,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
2513,False,"{'a': 0.3, 'e': 0.846100000000017}",20,0,-146.77484873432135,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
2514,False,"{'a': 0.3, 'e': 0.845800000000017}",20,0,-80.12131748075679,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
2515,False,"{'a': 0.3, 'e': 0.845500000000017}",20,10,-43.58926118440588,"{0: 5, 1: 1, 2: 3, 3: 1, 4: 0}",1
2516,False,"{'a': 0.3, 'e': 0.845200000000017}",30,14,-94.9862500783619,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 2}",1
2517,False,"{'a': 0.3, 'e': 0.8449000000000171}",25,0,-131.82960422461576,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
2518,False,"{'a': 0.3, 'e': 0.8446000000000171}",25,0,-201.34588726258033,"{0: 14, 1: 1, 2: 5, 3: 2, 4: 3}",0
2519,False,"{'a': 0.3, 'e': 0.8443000000000171}",20,1,-80.46501558856241,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 0}",1
2520,False,"{'a': 0.3, 'e': 0.8440000000000172}",25,2,-128.95010542033552,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 3}",1
2521,False,"{'a': 0.3, 'e': 0.8437000000000172}",20,0,-50.580670475719224,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
2522,False,"{'a': 0.3, 'e': 0.8434000000000172}",25,10,-17.144252483537205,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
2523,False,"{'a': 0.3, 'e': 0.8431000000000173}",25,0,-76.21173100610766,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
2524,False,"{'a': 0.3, 'e': 0.8428000000000173}",30,0,-68.49612536127587,"{0: 19, 1: 6, 2: 4, 3: 1, 4: 0}",0
2525,False,"{'a': 0.3, 'e': 0.8425000000000173}",20,0,-133.98034637098522,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
2526,False,"{'a': 0.3, 'e': 0.8422000000000174}",20,0,-127.97064728559135,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
2527,False,"{'a': 0.3, 'e': 0.8419000000000174}",30,0,-126.79511537634771,"{0: 22, 1: 1, 2: 3, 3: 2, 4: 2}",0
2528,False,"{'a': 0.3, 'e': 0.8416000000000174}",20,0,-16.405446561516914,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
2529,False,"{'a': 0.3, 'e': 0.8413000000000175}",20,0,-11.042088364435003,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
2530,False,"{'a': 0.3, 'e': 0.8410000000000175}",30,0,-64.47439870539665,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
2531,False,"{'a': 0.3, 'e': 0.8407000000000175}",25,0,-15.276045379303591,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
2532,False,"{'a': 0.3, 'e': 0.8404000000000176}",20,0,-109.40015147393859,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
2533,False,"{'a': 0.3, 'e': 0.8401000000000176}",20,0,-14.381401783475768,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
2534,False,"{'a': 0.3, 'e': 0.8398000000000176}",20,0,-96.31775866788,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",1
2535,False,"{'a': 0.3, 'e': 0.8395000000000177}",20,0,-87.84846068023784,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
2536,False,"{'a': 0.3, 'e': 0.8392000000000177}",25,0,-75.95339859609973,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
2537,False,"{'a': 0.3, 'e': 0.8389000000000177}",20,0,-98.41468135094499,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
2538,False,"{'a': 0.3, 'e': 0.8386000000000178}",30,0,-131.49694410247895,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
2539,False,"{'a': 0.3, 'e': 0.8383000000000178}",20,3,-80.86430658668796,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 1}",1
2540,False,"{'a': 0.3, 'e': 0.8380000000000178}",25,0,-99.78735720302194,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
2541,False,"{'a': 0.3, 'e': 0.8377000000000179}",30,0,-72.75248516294661,"{0: 21, 1: 2, 2: 5, 3: 2, 4: 0}",0
2542,False,"{'a': 0.3, 'e': 0.8374000000000179}",30,0,-123.966208597397,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
2543,False,"{'a': 0.3, 'e': 0.8371000000000179}",25,0,-82.20865465591915,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
2544,False,"{'a': 0.3, 'e': 0.836800000000018}",20,0,-56.97019650368366,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
2545,False,"{'a': 0.3, 'e': 0.836500000000018}",25,9,-39.86175719746496,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 0}",1
2546,False,"{'a': 0.3, 'e': 0.836200000000018}",20,0,-168.2521260417161,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
2547,False,"{'a': 0.3, 'e': 0.8359000000000181}",35,0,-132.1498123979856,"{0: 23, 1: 2, 2: 7, 3: 2, 4: 1}",0
2548,False,"{'a': 0.3, 'e': 0.8356000000000181}",25,0,-6.67918462098813,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",1
2549,False,"{'a': 0.3, 'e': 0.8353000000000181}",25,0,-67.26776096382176,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
2550,False,"{'a': 0.3, 'e': 0.8350000000000182}",30,0,-204.93490610084788,"{0: 18, 1: 2, 2: 4, 3: 3, 4: 3}",0
2551,False,"{'a': 0.3, 'e': 0.8347000000000182}",20,0,1.4218266023664237,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2552,False,"{'a': 0.3, 'e': 0.8344000000000182}",20,0,-109.33526387895743,"{0: 9, 1: 3, 2: 6, 3: 2, 4: 0}",0
2553,False,"{'a': 0.3, 'e': 0.8341000000000183}",25,10,-29.74515686908246,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
2554,False,"{'a': 0.3, 'e': 0.8338000000000183}",35,0,-137.08301104348848,"{0: 25, 1: 1, 2: 6, 3: 1, 4: 2}",0
2555,False,"{'a': 0.3, 'e': 0.8335000000000183}",25,0,-179.54200173909624,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
2556,False,"{'a': 0.3, 'e': 0.8332000000000184}",20,0,-74.940767182,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
2557,False,"{'a': 0.3, 'e': 0.8329000000000184}",25,0,-34.57429051852117,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
2558,False,"{'a': 0.3, 'e': 0.8326000000000184}",25,0,-102.33904543897482,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
2559,False,"{'a': 0.3, 'e': 0.8323000000000185}",25,0,-77.63390163985622,"{0: 16, 1: 0, 2: 8, 3: 1, 4: 0}",0
2560,False,"{'a': 0.3, 'e': 0.8320000000000185}",20,0,-65.13493443633546,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
2561,False,"{'a': 0.3, 'e': 0.8317000000000185}",25,0,-142.08898478762342,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
2562,False,"{'a': 0.3, 'e': 0.8314000000000186}",20,0,-59.783838136399154,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
2563,False,"{'a': 0.3, 'e': 0.8311000000000186}",20,0,-84.35972451720573,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
2564,False,"{'a': 0.3, 'e': 0.8308000000000186}",20,0,-30.3414775585644,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",1
2565,False,"{'a': 0.3, 'e': 0.8305000000000187}",25,0,-198.57877512064607,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
2566,False,"{'a': 0.3, 'e': 0.8302000000000187}",25,0,-166.38184713468831,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
2567,False,"{'a': 0.3, 'e': 0.8299000000000187}",25,0,-27.08080866793358,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
2568,False,"{'a': 0.3, 'e': 0.8296000000000188}",20,0,-29.076302042823905,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
2569,False,"{'a': 0.3, 'e': 0.8293000000000188}",30,16,-48.22374227491153,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 1}",1
2570,False,"{'a': 0.3, 'e': 0.8290000000000188}",20,0,-47.65739607253768,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
2571,False,"{'a': 0.3, 'e': 0.8287000000000189}",20,0,-76.95925653916578,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
2572,False,"{'a': 0.3, 'e': 0.8284000000000189}",25,0,-14.169211395742868,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
2573,False,"{'a': 0.3, 'e': 0.8281000000000189}",20,11,-15.929338511568744,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 0}",1
2574,False,"{'a': 0.3, 'e': 0.827800000000019}",25,0,-32.06965138129696,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
2575,False,"{'a': 0.3, 'e': 0.827500000000019}",20,0,-91.63458913444052,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",1
2576,False,"{'a': 0.3, 'e': 0.827200000000019}",30,0,-138.09968402407813,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
2577,False,"{'a': 0.3, 'e': 0.8269000000000191}",25,0,-61.27310328481008,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
2578,False,"{'a': 0.3, 'e': 0.8266000000000191}",25,0,-81.51536630951979,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
2579,False,"{'a': 0.3, 'e': 0.8263000000000191}",20,0,-58.9029353965612,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
2580,False,"{'a': 0.3, 'e': 0.8260000000000192}",25,2,-45.628131386643716,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 0}",1
2581,False,"{'a': 0.3, 'e': 0.8257000000000192}",20,0,-98.47595235995934,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
2582,False,"{'a': 0.3, 'e': 0.8254000000000192}",20,0,-108.52229721362804,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
2583,False,"{'a': 0.3, 'e': 0.8251000000000193}",20,13,15.503453416792102,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2584,False,"{'a': 0.3, 'e': 0.8248000000000193}",20,0,-49.785227766375634,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
2585,False,"{'a': 0.3, 'e': 0.8245000000000193}",30,0,-77.31920199557379,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
2586,False,"{'a': 0.3, 'e': 0.8242000000000194}",30,8,-28.91336408550959,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 0}",1
2587,False,"{'a': 0.3, 'e': 0.8239000000000194}",30,10,-57.19692934515574,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
2588,False,"{'a': 0.3, 'e': 0.8236000000000194}",30,0,-100.40407922449594,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
2589,False,"{'a': 0.3, 'e': 0.8233000000000195}",20,0,-150.50024215590196,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
2590,False,"{'a': 0.3, 'e': 0.8230000000000195}",25,0,-194.93817235202715,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
2591,False,"{'a': 0.3, 'e': 0.8227000000000195}",20,4,-25.83095482251405,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
2592,False,"{'a': 0.3, 'e': 0.8224000000000196}",20,0,-42.78891819237538,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
2593,False,"{'a': 0.3, 'e': 0.8221000000000196}",20,0,-93.79670480431196,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
2594,False,"{'a': 0.3, 'e': 0.8218000000000196}",20,0,-25.51182623684487,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
2595,False,"{'a': 0.3, 'e': 0.8215000000000197}",25,0,-147.85826150013193,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
2596,False,"{'a': 0.3, 'e': 0.8212000000000197}",20,12,-0.05343494644762803,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2597,False,"{'a': 0.3, 'e': 0.8209000000000197}",25,9,-42.93551173872136,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
2598,False,"{'a': 0.3, 'e': 0.8206000000000198}",20,6,-54.15942191643103,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
2599,False,"{'a': 0.3, 'e': 0.8203000000000198}",20,3,-66.66135371919816,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
2600,False,"{'a': 0.3, 'e': 0.8200000000000198}",25,13,-58.757568305520714,"{0: 6, 1: 1, 2: 4, 3: 1, 4: 0}",1
2601,False,"{'a': 0.3, 'e': 0.8197000000000199}",20,0,-60.93170652408074,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
2602,False,"{'a': 0.3, 'e': 0.8194000000000199}",20,0,-194.7510027889512,"{0: 8, 1: 2, 2: 6, 3: 1, 4: 3}",0
2603,False,"{'a': 0.3, 'e': 0.8191000000000199}",20,0,-66.2256839206531,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
2604,False,"{'a': 0.3, 'e': 0.81880000000002}",25,14,3.349415711822184,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2605,False,"{'a': 0.3, 'e': 0.81850000000002}",25,0,-132.21801191236335,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
2606,False,"{'a': 0.3, 'e': 0.81820000000002}",25,0,-90.85710647144683,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
2607,False,"{'a': 0.3, 'e': 0.81790000000002}",20,0,-120.58442317439304,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
2608,False,"{'a': 0.3, 'e': 0.8176000000000201}",20,0,-126.23948837609298,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
2609,False,"{'a': 0.3, 'e': 0.8173000000000201}",30,0,-65.89124493696708,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
2610,False,"{'a': 0.3, 'e': 0.8170000000000202}",25,0,-128.37053535543666,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
2611,False,"{'a': 0.3, 'e': 0.8167000000000202}",20,0,-65.22360779170693,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
2612,False,"{'a': 0.3, 'e': 0.8164000000000202}",25,20,7.1399032845207255,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2613,False,"{'a': 0.3, 'e': 0.8161000000000203}",20,0,-150.8916906053791,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
2614,False,"{'a': 0.3, 'e': 0.8158000000000203}",20,0,-86.63798327395394,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
2615,False,"{'a': 0.3, 'e': 0.8155000000000203}",20,0,-81.27842888478666,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
2616,False,"{'a': 0.3, 'e': 0.8152000000000204}",20,3,-52.58728315731676,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
2617,False,"{'a': 0.3, 'e': 0.8149000000000204}",20,0,-53.01515703162062,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
2618,False,"{'a': 0.3, 'e': 0.8146000000000204}",25,12,-55.49172481705824,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
2619,False,"{'a': 0.3, 'e': 0.8143000000000205}",25,0,-9.444220350543757,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
2620,False,"{'a': 0.3, 'e': 0.8140000000000205}",30,20,-12.703322578517135,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
2621,False,"{'a': 0.3, 'e': 0.8137000000000205}",20,0,-73.81141842718327,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
2622,False,"{'a': 0.3, 'e': 0.8134000000000206}",20,15,0.9173490411119363,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
2623,False,"{'a': 0.3, 'e': 0.8131000000000206}",20,0,-105.18063647052911,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
2624,False,"{'a': 0.3, 'e': 0.8128000000000206}",20,0,-103.47841882260354,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
2625,False,"{'a': 0.3, 'e': 0.8125000000000207}",25,9,-26.917206941267914,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
2626,False,"{'a': 0.3, 'e': 0.8122000000000207}",20,0,-203.37648025211217,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 5}",0
2627,False,"{'a': 0.3, 'e': 0.8119000000000207}",25,0,-41.170669690258094,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
2628,False,"{'a': 0.3, 'e': 0.8116000000000207}",25,0,-32.74902576474861,"{0: 18, 1: 5, 2: 1, 3: 1, 4: 0}",0
2629,False,"{'a': 0.3, 'e': 0.8113000000000208}",30,0,-69.79000567017124,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
2630,False,"{'a': 0.3, 'e': 0.8110000000000208}",25,12,-64.24621734458032,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
2631,False,"{'a': 0.3, 'e': 0.8107000000000208}",20,0,-83.25324293214541,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
2632,False,"{'a': 0.3, 'e': 0.8104000000000209}",30,6,-66.84833530116036,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 2}",1
2633,False,"{'a': 0.3, 'e': 0.8101000000000209}",25,0,-84.23864064800298,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
2634,False,"{'a': 0.3, 'e': 0.809800000000021}",25,0,-71.51253099531027,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
2635,False,"{'a': 0.3, 'e': 0.809500000000021}",35,4,-160.58249224072145,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 3}",1
2636,False,"{'a': 0.3, 'e': 0.809200000000021}",25,3,-116.75913130577636,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 2}",1
2637,False,"{'a': 0.3, 'e': 0.808900000000021}",20,0,-28.543656367361127,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
2638,False,"{'a': 0.3, 'e': 0.8086000000000211}",30,0,-73.97351010962579,"{0: 18, 1: 3, 2: 9, 3: 0, 4: 0}",0
2639,False,"{'a': 0.3, 'e': 0.8083000000000211}",30,5,-63.416452438799695,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",1
2640,False,"{'a': 0.3, 'e': 0.8080000000000211}",20,0,-78.4955260912484,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
